Start date,Trial,type,Farm,Field id,Plot id,Subject,GBE_Id,Subject_Type,Attribute,Value,Units,Participant_Type,Participant,Status_Qualifier,Comment
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Length,22,mm,person,hmw,Test,
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,pmw,Test,
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Health,5,scale,person,pmw,Test,
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/7/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Height,112,mm,person,hh,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Height,136,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Height,113,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Height,125,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Height,19,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Height,104,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Width,112,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Width,132,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Width,143,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Width,153,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Width,121,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Width,117,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Length,153,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Length,133,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Length,126,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Length,106,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Length,118,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Length,111,mm,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,pmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Health,5,scale,person,pmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/12/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Height,233,mm,person,hh,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Height,277,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Height,214,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Height,233,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Height,253,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Height,217,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Width,345,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Width,323,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Width,333,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Width,317,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Width,354,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Width,217,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Length,342,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Length,224,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Length,254,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Length,237,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Length,216,mm,person,hmw,Test,
6/24/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Length,222,mm,person,hmw,Test,
6/24/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/24/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,pmw,Test,
6/24/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/24/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Health,5,scale,person,pmw,Test,
6/24/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/24/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,hmw,Test,
6/30/2021 3:59,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Weight,125,g,person,hmw,Test,
6/28/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A1,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/30/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A2,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,pmw,Test,
6/30/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,A3,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/30/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B1,Plant,136,Butterhead Lettuce 'Flandria',Health,5,scale,person,pmw,Test,
6/30/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B2,Plant,1,Romaine Lettuce 'Outrageous',Health,5,scale,person,hmw,Test,
6/30/2021 12:02,GBE_T1,Phenotype_Observation,OpenAgBloom,GBE_D_3,B3,Plant,137,Flashy Trout's Back Lettuce,Health,5,scale,person,hmw,Test,
